"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,87,"GHA","Ghana","GHANA","Ghana","Ghana","","Ashanti|Gold Coast","","Ghana ","Ghana ","<U+0413><U+0430><U+043D><U+0430>","<U+063A><U+0627><U+0646><U+0627>","<U+52A0><U+7EB3> ","","","Ghana","GH","","GH","288","19570306","Present","19305633","239980.906","80.44653769246125","Western Africa","Africa","1","","","","Sub-Saharan Africa","Low income","Less indebted","HIPC","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","",""
