"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,43,"CPV","Cape Verde","CAPE VERDE","Cape Verde","Cabo Verde","","Cape Verde","","Cap-Vert ","Cabo Verde ","<U+041A><U+0430><U+0431><U+043E>-<U+0412><U+0435><U+0440><U+0434><U+0435>","<U+0627><U+0644><U+0631><U+0623><U+0633> <U+0627><U+0644><U+0623><U+062E><U+0636><U+0631>","<U+4F5B><U+5F97><U+89D2> ","","","Cabo Verde","CV","","CV","132","Unknown","Present","426958","3961.998","107.76330528183003","Western Africa","Africa","1","","","","Sub-Saharan Africa","Lower middle income","Moderately indebted","","","","","","","1","","","","","","","1","","","","","","","","","","","","","1","","1","1","1",""
