"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","ID_4","NAME_4","VARNAME_4","CCN_4","CCA_4","TYPE_4","ENGTYPE_4"
154,57,"CIV","Côte d'Ivoire",11,"Vallée du Bandama",27,"Hambol",93,"Katiola",154,"Katiola","",NA,"","Sous-préfecture","Sub-prefecture"
155,57,"CIV","Côte d'Ivoire",11,"Vallée du Bandama",27,"Hambol",94,"Niakarmadougou",155,"Niakarmadougou","",NA,"","Sous-préfecture","Sub-prefecture"
156,57,"CIV","Côte d'Ivoire",11,"Vallée du Bandama",27,"Hambol",94,"Niakarmadougou",156,"Tafiere","",NA,"","Sous-préfecture","Sub-prefecture"
157,57,"CIV","Côte d'Ivoire",11,"Vallée du Bandama",27,"Hambol",94,"Niakarmadougou",157,"Tortiya","",NA,"","Sous-préfecture","Sub-prefecture"
158,57,"CIV","Côte d'Ivoire",12,"Woroba",28,"Béré",95,"Dianra",158,"Dianra","",NA,"","Sous-préfecture","Sub-prefecture"
159,57,"CIV","Côte d'Ivoire",12,"Woroba",28,"Béré",96,"Kounahiri",159,"Kongasso","",NA,"","Sous-préfecture","Sub-prefecture"
160,57,"CIV","Côte d'Ivoire",12,"Woroba",28,"Béré",96,"Kounahiri",160,"Kounahiri","",NA,"","Sous-préfecture","Sub-prefecture"
161,57,"CIV","Côte d'Ivoire",12,"Woroba",28,"Béré",97,"Mankono",161,"Mankono","",NA,"","Sous-préfecture","Sub-prefecture"
162,57,"CIV","Côte d'Ivoire",12,"Woroba",28,"Béré",97,"Mankono",162,"Sarhala","",NA,"","Sous-préfecture","Sub-prefecture"
163,57,"CIV","Côte d'Ivoire",12,"Woroba",28,"Béré",97,"Mankono",163,"Tieningboue","",NA,"","Sous-préfecture","Sub-prefecture"
164,57,"CIV","Côte d'Ivoire",12,"Woroba",29,"Bafing",98,"Koro",164,"Booko","",NA,"","Sous-préfecture","Sub-prefecture"
165,57,"CIV","Côte d'Ivoire",12,"Woroba",29,"Bafing",98,"Koro",165,"Borotou","",NA,"","Sous-préfecture","Sub-prefecture"
166,57,"CIV","Côte d'Ivoire",12,"Woroba",29,"Bafing",98,"Koro",166,"Koro","",NA,"","Sous-préfecture","Sub-prefecture"
167,57,"CIV","Côte d'Ivoire",12,"Woroba",29,"Bafing",99,"Ouaninou",167,"Koonan","",NA,"","Sous-préfecture","Sub-prefecture"
168,57,"CIV","Côte d'Ivoire",12,"Woroba",29,"Bafing",99,"Ouaninou",168,"Ouaninou","",NA,"","Sous-préfecture","Sub-prefecture"
169,57,"CIV","Côte d'Ivoire",12,"Woroba",29,"Bafing",100,"Touba",169,"Guinteguela","",NA,"","Sous-préfecture","Sub-prefecture"
170,57,"CIV","Côte d'Ivoire",12,"Woroba",29,"Bafing",100,"Touba",170,"Touba","",NA,"","Sous-préfecture","Sub-prefecture"
171,57,"CIV","Côte d'Ivoire",12,"Woroba",30,"Worodougou",101,"Kani",171,"Djibrosso","",NA,"","Sous-préfecture","Sub-prefecture"
172,57,"CIV","Côte d'Ivoire",12,"Woroba",30,"Worodougou",101,"Kani",172,"Kani","",NA,"","Sous-préfecture","Sub-prefecture"
173,57,"CIV","Côte d'Ivoire",12,"Woroba",30,"Worodougou",101,"Kani",173,"Morondo","",NA,"","Sous-préfecture","Sub-prefecture"
174,57,"CIV","Côte d'Ivoire",12,"Woroba",30,"Worodougou",102,"Séguéla",174,"Dualla","",NA,"","Sous-préfecture","Sub-prefecture"
175,57,"CIV","Côte d'Ivoire",12,"Woroba",30,"Worodougou",102,"Séguéla",175,"Massala","",NA,"","Sous-préfecture","Sub-prefecture"
176,57,"CIV","Côte d'Ivoire",12,"Woroba",30,"Worodougou",102,"Séguéla",176,"Séguéla","",NA,"","Sous-préfecture","Sub-prefecture"
177,57,"CIV","Côte d'Ivoire",12,"Woroba",30,"Worodougou",102,"Séguéla",177,"Sifie","",NA,"","Sous-préfecture","Sub-prefecture"
178,57,"CIV","Côte d'Ivoire",12,"Woroba",30,"Worodougou",102,"Séguéla",178,"Worofla","",NA,"","Sous-préfecture","Sub-prefecture"
179,57,"CIV","Côte d'Ivoire",13,"Yamoussoukro",31,"Yamoussoukro",103,"Attiégoukaro",179,"Attiégoukaro","",NA,"","Sous-préfecture","Sub-prefecture"
180,57,"CIV","Côte d'Ivoire",13,"Yamoussoukro",31,"Yamoussoukro",104,"Yamoussoukro",180,"Yamoussoukro","",NA,"","Sous-préfecture","Sub-prefecture"
181,57,"CIV","Côte d'Ivoire",14,"Zanzan",32,"Bounkani",105,"Bouna",181,"Bouna","",NA,"","Sous-préfecture","Sub-prefecture"
182,57,"CIV","Côte d'Ivoire",14,"Zanzan",32,"Bounkani",106,"Doropo",182,"Doropo","",NA,"","Sous-préfecture","Sub-prefecture"
183,57,"CIV","Côte d'Ivoire",14,"Zanzan",32,"Bounkani",107,"Nassian",183,"Nassian","",NA,"","Sous-préfecture","Sub-prefecture"
184,57,"CIV","Côte d'Ivoire",14,"Zanzan",32,"Bounkani",108,"Tehini",184,"Tehini","",NA,"","Sous-préfecture","Sub-prefecture"
185,57,"CIV","Côte d'Ivoire",14,"Zanzan",33,"Gontougo",109,"Bondoukou",185,"Bondoukou","",NA,"","Sous-préfecture","Sub-prefecture"
186,57,"CIV","Côte d'Ivoire",14,"Zanzan",33,"Gontougo",110,"Koun-Fao",186,"Kouassi-Datekro","",NA,"","Sous-préfecture","Sub-prefecture"
187,57,"CIV","Côte d'Ivoire",14,"Zanzan",33,"Gontougo",110,"Koun-Fao",187,"Koun-Fao","",NA,"","Sous-préfecture","Sub-prefecture"
188,57,"CIV","Côte d'Ivoire",14,"Zanzan",33,"Gontougo",111,"Sandégué",188,"Sandégué","",NA,"","Sous-préfecture","Sub-prefecture"
189,57,"CIV","Côte d'Ivoire",14,"Zanzan",33,"Gontougo",112,"Tanda",189,"Tanda","",NA,"","Sous-préfecture","Sub-prefecture"
190,57,"CIV","Côte d'Ivoire",14,"Zanzan",33,"Gontougo",113,"Transua",190,"Assuefry","",NA,"","Sous-préfecture","Sub-prefecture"
191,57,"CIV","Côte d'Ivoire",14,"Zanzan",33,"Gontougo",113,"Transua",191,"Transua","",NA,"","Sous-préfecture","Sub-prefecture"
