"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,57,"CIV","Côte d'Ivoire","COTE D'IVOIRE","Côte d'Ivoire","Côte d'Ivoire","","Ivory Coast","","Côte D'ivoire ","Costa de Marfil ","<U+041A><U+043E><U+0442>-<U+0434>'<U+0418><U+0432><U+0443><U+0430><U+0440>","<U+0633><U+0627><U+062D><U+0644> <U+0627><U+0644><U+0639><U+0627><U+062C>","<U+79D1><U+7279><U+8FEA><U+74E6> ","","","Côte d'Ivoire","CI","","IV","384","19470904","Present","16013139","322215.594","49.696970904518054","Western Africa","Africa","1","","","","Sub-Saharan Africa","Low income","Severely indebted","HIPC","","","","","","1","","","","","1","","","","","","","","","","","","","","","1","","","","",""
