"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","HASC_1","CCN_1","CCA_1","TYPE_1","ENGTYPE_1","NL_NAME_1","VARNAME_1"
1,199,"STP","São Tomé and Príncipe",1,"Príncipe","ST.PR",NA,"","Concelho","Municipality","",""
2,199,"STP","São Tomé and Príncipe",2,"São Tomé","ST.ST",NA,"","Concelho","Municipality","",""
