"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,96,"GNB","Guinea-Bissau","GUINEA-BISSAU","Guinea-Bissau","Guiné-Bissau","Portuguese Guinea","","","Guinée-Bissau ","Guinea Bissau ","<U+0413><U+0432><U+0438><U+043D><U+0435><U+044F>-<U+0411><U+0438><U+0441><U+0430><U+0443>","<U+063A><U+064A><U+0646><U+064A><U+0627>-<U+0628><U+064A><U+0633><U+0627><U+0648>","","","","Guinea-Bissau","GW","","PU","624","19740910","Present","1199198","33635.391","35.6528633783386","Western Africa","Africa","1","","","","Sub-Saharan Africa","Low income","Severely indebted","HIPC","","","","","","1","","","","","1","","1","","","","","","","","","","","","","1","","1","1","","1"
