"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,230,"TGO","Togo","TOGO","Togo","Togo|Republique Togolaise","","","","Togo ","Togo ","<U+0422><U+043E><U+0433><U+043E>","<U+062A><U+0648><U+063A><U+0648>","<U+591A><U+54E5> ","","","Togo","TG","","TO","768","19220720","Present","4526972","57299.691","79.00517299473745","Western Africa","Africa","1","","","","Sub-Saharan Africa","Low income","Severely indebted","HIPC","","","","","","1","","","","","1","","","","","","","","","","","","","","","1","","","","","1"
