"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,138,"MLI","Mali","MALI","Mali","Mali","French Sudan|Upper Senegal and Niger","","","Mali ","Malí ","<U+041C><U+0430><U+043B><U+0438>","<U+0645><U+0627><U+0644><U+064A>","<U+9A6C><U+91CC> ","","","Mali","ML","","ML","466","19600822","Present","11350798","1256747","9.031887881968288","Western Africa","Africa","1","","","","Sub-Saharan Africa","Low income","Less indebted","HIPC","","","","","","1","","","","","1","","","","","","","","","","","","","","","1","1","","","","1"
