"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","CCN_3","CCA_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
256,138,"MLI","Mali",8,"Sikasso",45,"Yorosso",256,"Kouri",NA,"","Arrondissement","Arrondissement","",""
257,138,"MLI","Mali",8,"Sikasso",45,"Yorosso",257,"Mahou",NA,"","Arrondissement","Arrondissement","",""
258,138,"MLI","Mali",8,"Sikasso",45,"Yorosso",258,"Yorosso",NA,"","Arrondissement","Arrondissement","","Yorosso-Central"
259,138,"MLI","Mali",9,"Timbuktu",46,"Diré",259,"Danga",NA,"","Arrondissement","Arrondissement","",""
260,138,"MLI","Mali",9,"Timbuktu",46,"Diré",260,"Diré",NA,"","Arrondissement","Arrondissement","","Dire-Central"
261,138,"MLI","Mali",9,"Timbuktu",46,"Diré",261,"Haibongo",NA,"","Arrondissement","Arrondissement","",""
262,138,"MLI","Mali",9,"Timbuktu",46,"Diré",262,"Sareyamou",NA,"","Arrondissement","Arrondissement","",""
263,138,"MLI","Mali",9,"Timbuktu",47,"Goundam",263,"Bintagoungou",NA,"","Arrondissement","Arrondissement","",""
264,138,"MLI","Mali",9,"Timbuktu",47,"Goundam",264,"Douekire",NA,"","Arrondissement","Arrondissement","",""
265,138,"MLI","Mali",9,"Timbuktu",47,"Goundam",265,"Farach",NA,"","Arrondissement","Arrondissement","","Farach (Faguibine)"
266,138,"MLI","Mali",9,"Timbuktu",47,"Goundam",266,"Gargando",NA,"","Arrondissement","Arrondissement","",""
267,138,"MLI","Mali",9,"Timbuktu",47,"Goundam",267,"Goundam",NA,"","Arrondissement","Arrondissement","","Goundam-Central"
268,138,"MLI","Mali",9,"Timbuktu",47,"Goundam",268,"Raz-El-Ma",NA,"","Arrondissement","Arrondissement","",""
269,138,"MLI","Mali",9,"Timbuktu",47,"Goundam",269,"Tilemsi (Lenere)",NA,"","Arrondissement","Arrondissement","","Tilemsi (El Haria)"
270,138,"MLI","Mali",9,"Timbuktu",47,"Goundam",270,"Tonka",NA,"","Arrondissement","Arrondissement","",""
271,138,"MLI","Mali",9,"Timbuktu",48,"Gourma-Rharous",271,"Bambara-Maoude",NA,"","Arrondissement","Arrondissement","",""
272,138,"MLI","Mali",9,"Timbuktu",48,"Gourma-Rharous",272,"Gossi",NA,"","Arrondissement","Arrondissement","",""
273,138,"MLI","Mali",9,"Timbuktu",48,"Gourma-Rharous",273,"Gourma-Rharous",NA,"","Arrondissement","Arrondissement","",""
274,138,"MLI","Mali",9,"Timbuktu",48,"Gourma-Rharous",274,"Haribomo",NA,"","Arrondissement","Arrondissement","",""
275,138,"MLI","Mali",9,"Timbuktu",48,"Gourma-Rharous",275,"Inadiatafane",NA,"","Arrondissement","Arrondissement","",""
276,138,"MLI","Mali",9,"Timbuktu",48,"Gourma-Rharous",276,"Modiakoye",NA,"","Arrondissement","Arrondissement","",""
277,138,"MLI","Mali",9,"Timbuktu",48,"Gourma-Rharous",277,"Ouinerden",NA,"","Arrondissement","Arrondissement","",""
278,138,"MLI","Mali",9,"Timbuktu",49,"Niafunké",278,"Banikane",NA,"","Arrondissement","Arrondissement","",""
279,138,"MLI","Mali",9,"Timbuktu",49,"Niafunké",279,"Koumaira",NA,"","Arrondissement","Arrondissement","",""
280,138,"MLI","Mali",9,"Timbuktu",49,"Niafunké",280,"Lere",NA,"","Arrondissement","Arrondissement","",""
281,138,"MLI","Mali",9,"Timbuktu",49,"Niafunké",281,"NGorkou",NA,"","Arrondissement","Arrondissement","",""
282,138,"MLI","Mali",9,"Timbuktu",49,"Niafunké",282,"Niafunké",NA,"","Arrondissement","Arrondissement","","Nianfuke-Central"
283,138,"MLI","Mali",9,"Timbuktu",49,"Niafunké",283,"Sarafere",NA,"","Arrondissement","Arrondissement","",""
284,138,"MLI","Mali",9,"Timbuktu",49,"Niafunké",284,"Soumpi",NA,"","Arrondissement","Arrondissement","",""
285,138,"MLI","Mali",9,"Timbuktu",50,"Tombouctou",285,"Aglal",NA,"","Arrondissement","Arrondissement","",""
286,138,"MLI","Mali",9,"Timbuktu",50,"Tombouctou",286,"Ber",NA,"","Arrondissement","Arrondissement","",""
287,138,"MLI","Mali",9,"Timbuktu",50,"Tombouctou",287,"Bourem-Inaly",NA,"","Arrondissement","Arrondissement","",""
288,138,"MLI","Mali",9,"Timbuktu",50,"Tombouctou",288,"Tinaguelhaj",NA,"","Arrondissement","Arrondissement","",""
289,138,"MLI","Mali",9,"Timbuktu",50,"Tombouctou",289,"Tombouctou",NA,"","Arrondissement","Arrondissement","","Tombouctou-Central"
